external_id	pilot_batch	objective_code	concept_code	question_family_code	difficulty	cognitive_level	question_type	question_mode	question_style	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	feedback_display_version	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	common_mistake	remediation_text	memory_aid	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	source_reference_text	source_pages	source_status	review_status	reinforcement_question_ids	estimated_time_seconds	chapter_number	exam_likeness	distractor_difficulty	eligible_for_final_exam	final_exam_weight	content_origin	style_reference
LTL2-C6-Q080	C6-Expansion	C6-O10	LTL2-C6-JOHARI_HIDDEN	LTL2-C6-JOHARI_HIDDEN	medium	recall	multiple_choice	both	close_distinction	In the Johari Window, information known to you but not known to others is in the	open area	blind area	hidden area	unknown area	C	The hidden area contains what a person knows but has not revealed to others.	1	The hidden area contains what a person knows but has not revealed to others. A is incorrect because the open area is known to self and others. B is incorrect because the blind area is known to others but not self.	The open area is known to self and others.	The blind area is known to others but not self.	Correct. The hidden area contains what a person knows but has not revealed to others.	The unknown area is known to neither.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: The hidden area contains what a person knows but has not revealed to others. Then compare each option to the exact wording of the chapter.	Hidden = I know; you do not.	high	comparison_card	optional_after_answer	ltl2_c6_johari_hidden_080	Create a simple, uncluttered study visual for the concept: The hidden area contains what a person knows but has not revealed to others. Emphasize the distinction tested by the answer choices.	Hidden = I know; you do not.	A study visual illustrating: The hidden area contains what a person knows but has not revealed to others.	Learn to Lead, Volume 2, Chapter 6	82-83	source_approved	draft	LTL2-C6-PB-Q017|LTL2-C6-PB-Q018	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q081	C6-Expansion	C6-O10	LTL2-C6-SELF_DISCLOSURE	LTL2-C6-SELF_DISCLOSURE	medium	recall	multiple_choice	both	direct_definition	The process of telling others something about yourself that they did not know is called	feedback	self-disclosure	projection	team building	B	Self-disclosure moves information from the hidden area toward the open area.	1	Self-disclosure moves information from the hidden area toward the open area. A is incorrect because feedback tells a person what others observe about them. C is incorrect because projection falsely attributes one’s own feelings to another.	Feedback tells a person what others observe about them.	Correct. Self-disclosure moves information from the hidden area toward the open area.	Projection falsely attributes one’s own feelings to another.	Self-disclosure can support team building, but they are not identical.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Self-disclosure moves information from the hidden area toward the open area. Then compare each option to the exact wording of the chapter.	Disclosure opens the hidden window.	medium	comparison_card	optional_after_answer	ltl2_c6_self_disclosure_081	Create a simple, uncluttered study visual for the concept: Self-disclosure moves information from the hidden area toward the open area. Emphasize the distinction tested by the answer choices.	Disclosure opens the hidden window.	A study visual illustrating: Self-disclosure moves information from the hidden area toward the open area.	Learn to Lead, Volume 2, Chapter 6	82	source_approved	draft	LTL2-C6-PB-Q017|LTL2-C6-PB-Q018	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q082	C6-Expansion	C6-O12	LTL2-C6-MBTI_SENSING_INTUITION	LTL2-C6-MBTI_SENSING_INTUITION	medium	recall	multiple_choice	both	close_distinction	Which MBTI dimension contrasts attention to concrete facts with attention to patterns and possibilities?	Thinking–Feeling	Judging–Perceiving	Sensing–Intuition	Extroversion–Introversion	C	Sensing and intuition describe different ways of taking in information.	1	Sensing and intuition describe different ways of taking in information. A is incorrect because thinking–Feeling concerns decision preferences. B is incorrect because judging–Perceiving concerns lifestyle and structure preferences.	Thinking–Feeling concerns decision preferences.	Judging–Perceiving concerns lifestyle and structure preferences.	Correct. Sensing and intuition describe different ways of taking in information.	Extroversion–Introversion concerns where people direct and restore energy.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Sensing and intuition describe different ways of taking in information. Then compare each option to the exact wording of the chapter.	Sensing sees facts; intuition sees patterns.	high	comparison_card	optional_after_answer	ltl2_c6_mbti_sensing_intuition_082	Create a simple, uncluttered study visual for the concept: Sensing and intuition describe different ways of taking in information. Emphasize the distinction tested by the answer choices.	Sensing sees facts; intuition sees patterns.	A study visual illustrating: Sensing and intuition describe different ways of taking in information.	Learn to Lead, Volume 2, Chapter 6	85	source_approved	draft	LTL2-C6-PC-Q022|LTL2-C6-PC-Q023	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q083	C6-Expansion	C6-O12	LTL2-C6-MBTI_THINKING_FEELING	LTL2-C6-MBTI_THINKING_FEELING	medium	recall	multiple_choice	both	close_distinction	Which MBTI dimension contrasts decisions based mainly on logic with decisions based mainly on people and values?	Sensing–Intuition	Thinking–Feeling	Judging–Perceiving	Extroversion–Introversion	B	Thinking and feeling are contrasting decision-making preferences.	1	Thinking and feeling are contrasting decision-making preferences. A is incorrect because sensing–Intuition concerns information gathering. C is incorrect because judging–Perceiving concerns structure and flexibility.	Sensing–Intuition concerns information gathering.	Correct. Thinking and feeling are contrasting decision-making preferences.	Judging–Perceiving concerns structure and flexibility.	Extroversion–Introversion concerns energy orientation.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Thinking and feeling are contrasting decision-making preferences. Then compare each option to the exact wording of the chapter.	Thinking weighs logic; feeling weighs people.	high	comparison_card	optional_after_answer	ltl2_c6_mbti_thinking_feeling_083	Create a simple, uncluttered study visual for the concept: Thinking and feeling are contrasting decision-making preferences. Emphasize the distinction tested by the answer choices.	Thinking weighs logic; feeling weighs people.	A study visual illustrating: Thinking and feeling are contrasting decision-making preferences.	Learn to Lead, Volume 2, Chapter 6	85-86	source_approved	draft	LTL2-C6-PC-Q022|LTL2-C6-PC-Q023	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q084	C6-Expansion	C6-O12	LTL2-C6-MBTI_PURPOSE	LTL2-C6-MBTI_PURPOSE	medium	recall	multiple_choice	both	direct_definition	The MBTI is intended primarily to	measure intelligence	predict success	describe personality preferences	identify moral character	C	The MBTI describes different personality preferences rather than ability or character.	1	The MBTI describes different personality preferences rather than ability or character. A is incorrect because it is not an intelligence test. B is incorrect because it does not guarantee success.	It is not an intelligence test.	It does not guarantee success.	Correct. The MBTI describes different personality preferences rather than ability or character.	It does not measure morality.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: The MBTI describes different personality preferences rather than ability or character. Then compare each option to the exact wording of the chapter.	MBTI describes preferences, not worth.	medium	comparison_card	optional_after_answer	ltl2_c6_mbti_purpose_084	Create a simple, uncluttered study visual for the concept: The MBTI describes different personality preferences rather than ability or character. Emphasize the distinction tested by the answer choices.	MBTI describes preferences, not worth.	A study visual illustrating: The MBTI describes different personality preferences rather than ability or character.	Learn to Lead, Volume 2, Chapter 6	84	source_approved	draft	LTL2-C6-PC-Q022|LTL2-C6-PC-Q023	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q085	C6-Expansion	C6-O14	LTL2-C6-MASLOW_SAFETY	LTL2-C6-MASLOW_SAFETY	medium	recall	multiple_choice	both	direct_definition	Maslow’s need for freedom from fear, danger, and uncertainty is the need for	belonging	safety	esteem	self-actualization	B	Safety needs include security and freedom from fear or danger.	1	Safety needs include security and freedom from fear or danger. A is incorrect because belonging concerns relationships and acceptance. C is incorrect because esteem concerns respect and achievement.	Belonging concerns relationships and acceptance.	Correct. Safety needs include security and freedom from fear or danger.	Esteem concerns respect and achievement.	Self-actualization concerns reaching potential.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Safety needs include security and freedom from fear or danger. Then compare each option to the exact wording of the chapter.	Safety = secure from harm.	medium	comparison_card	optional_after_answer	ltl2_c6_maslow_safety_085	Create a simple, uncluttered study visual for the concept: Safety needs include security and freedom from fear or danger. Emphasize the distinction tested by the answer choices.	Safety = secure from harm.	A study visual illustrating: Safety needs include security and freedom from fear or danger.	Learn to Lead, Volume 2, Chapter 6	89	source_approved	draft	LTL2-C6-PD-Q032|LTL2-C6-PD-Q034	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q086	C6-Expansion	C6-O14	LTL2-C6-MASLOW_SELF_ACTUALIZATION	LTL2-C6-MASLOW_SELF_ACTUALIZATION	medium	recall	multiple_choice	both	direct_definition	“What a person can be, that person must be” refers to	esteem	belonging	self-actualization	physiological needs	C	Self-actualization is the drive to fulfill one’s capabilities.	1	Self-actualization is the drive to fulfill one’s capabilities. A is incorrect because esteem concerns respect and competence. B is incorrect because belonging concerns social connection.	Esteem concerns respect and competence.	Belonging concerns social connection.	Correct. Self-actualization is the drive to fulfill one’s capabilities.	Physiological needs concern basic survival.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Self-actualization is the drive to fulfill one’s capabilities. Then compare each option to the exact wording of the chapter.	Self-actualization = become your potential.	medium	comparison_card	optional_after_answer	ltl2_c6_maslow_self_actualization_086	Create a simple, uncluttered study visual for the concept: Self-actualization is the drive to fulfill one’s capabilities. Emphasize the distinction tested by the answer choices.	Self-actualization = become your potential.	A study visual illustrating: Self-actualization is the drive to fulfill one’s capabilities.	Learn to Lead, Volume 2, Chapter 6	90	source_approved	draft	LTL2-C6-PD-Q032|LTL2-C6-PD-Q034	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q087	C6-Expansion	C6-O14-16	LTL2-C6-MASLOW_SEQUENCE	LTL2-C6-MASLOW_SEQUENCE	medium	recall	multiple_choice	both	list_or_sequence	Which sequence correctly orders Maslow’s needs from lowest to highest?	Physiological, safety, belonging, esteem, self-actualization	Safety, physiological, esteem, belonging, self-actualization	Physiological, belonging, safety, self-actualization, esteem	Belonging, physiological, safety, esteem, self-actualization	A	Maslow’s hierarchy rises from physiological needs through safety, belonging, esteem, and self-actualization.	1	Maslow’s hierarchy rises from physiological needs through safety, belonging, esteem, and self-actualization. B is incorrect because physiological needs come before safety, and belonging before esteem. C is incorrect because safety comes before belonging, and esteem before self-actualization.	Correct. Maslow’s hierarchy rises from physiological needs through safety, belonging, esteem, and self-actualization.	Physiological needs come before safety, and belonging before esteem.	Safety comes before belonging, and esteem before self-actualization.	Physiological needs begin the hierarchy.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Maslow’s hierarchy rises from physiological needs through safety, belonging, esteem, and self-actualization. Then compare each option to the exact wording of the chapter.	Body, safety, belonging, esteem, becoming.	high	comparison_card	optional_after_answer	ltl2_c6_maslow_sequence_087	Create a simple, uncluttered study visual for the concept: Maslow’s hierarchy rises from physiological needs through safety, belonging, esteem, and self-actualization. Emphasize the distinction tested by the answer choices.	Body, safety, belonging, esteem, becoming.	A study visual illustrating: Maslow’s hierarchy rises from physiological needs through safety, belonging, esteem, and self-actualization.	Learn to Lead, Volume 2, Chapter 6	88-90	source_approved	draft	LTL2-C6-PD-Q035|LTL2-C6-PD-Q036	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q088	C6-Expansion	C6-O23	LTL2-C6-NEGATIVE_REINFORCEMENT	LTL2-C6-NEGATIVE_REINFORCEMENT	medium	recall	multiple_choice	both	close_distinction	Removing an unpleasant condition to encourage a desired behavior is	punishment	positive reinforcement	negative reinforcement	extinction	C	Negative reinforcement strengthens behavior by removing something unpleasant.	1	Negative reinforcement strengthens behavior by removing something unpleasant. A is incorrect because punishment aims to decrease behavior. B is incorrect because positive reinforcement adds a desirable consequence.	Punishment aims to decrease behavior.	Positive reinforcement adds a desirable consequence.	Correct. Negative reinforcement strengthens behavior by removing something unpleasant.	Extinction removes reinforcement so behavior weakens.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Negative reinforcement strengthens behavior by removing something unpleasant. Then compare each option to the exact wording of the chapter.	Negative removes; reinforcement increases.	high	comparison_card	optional_after_answer	ltl2_c6_negative_reinforcement_088	Create a simple, uncluttered study visual for the concept: Negative reinforcement strengthens behavior by removing something unpleasant. Emphasize the distinction tested by the answer choices.	Negative removes; reinforcement increases.	A study visual illustrating: Negative reinforcement strengthens behavior by removing something unpleasant.	Learn to Lead, Volume 2, Chapter 6	92	source_approved	draft	LTL2-C6-PE-Q045|LTL2-C6-PE-Q046	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q089	C6-Expansion	C6-O23	LTL2-C6-POSITIVE_REINFORCEMENT	LTL2-C6-POSITIVE_REINFORCEMENT	medium	recall	multiple_choice	both	brief_application	Giving praise after good performance is an example of	positive reinforcement	negative reinforcement	punishment	suppression	A	Praise adds a desirable response to encourage repeated performance.	1	Praise adds a desirable response to encourage repeated performance. B is incorrect because negative reinforcement removes an unpleasant condition. C is incorrect because punishment discourages behavior.	Correct. Praise adds a desirable response to encourage repeated performance.	Negative reinforcement removes an unpleasant condition.	Punishment discourages behavior.	Suppression is a defense mechanism.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Praise adds a desirable response to encourage repeated performance. Then compare each option to the exact wording of the chapter.	Positive adds something good.	medium	comparison_card	optional_after_answer	ltl2_c6_positive_reinforcement_089	Create a simple, uncluttered study visual for the concept: Praise adds a desirable response to encourage repeated performance. Emphasize the distinction tested by the answer choices.	Positive adds something good.	A study visual illustrating: Praise adds a desirable response to encourage repeated performance.	Learn to Lead, Volume 2, Chapter 6	92	source_approved	draft	LTL2-C6-PE-Q045|LTL2-C6-PE-Q046	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q090	C6-Expansion	C6-O27	LTL2-C6-HAWTHORNE_ATTENTION	LTL2-C6-HAWTHORNE_ATTENTION	medium	recall	multiple_choice	both	direct_definition	The main lesson of the Hawthorne studies is that people often perform better when leaders	change the lighting	pay attention to them	increase punishment	reduce all supervision	B	The studies highlighted the motivational effect of leaders showing interest in people.	1	The studies highlighted the motivational effect of leaders showing interest in people. A is incorrect because lighting changes were part of the setting, not the enduring lesson. C is incorrect because punishment was not the key finding.	Lighting changes were part of the setting, not the enduring lesson.	Correct. The studies highlighted the motivational effect of leaders showing interest in people.	Punishment was not the key finding.	The lesson is attention, not abandonment.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: The studies highlighted the motivational effect of leaders showing interest in people. Then compare each option to the exact wording of the chapter.	Attention can improve effort.	medium	comparison_card	optional_after_answer	ltl2_c6_hawthorne_attention_090	Create a simple, uncluttered study visual for the concept: The studies highlighted the motivational effect of leaders showing interest in people. Emphasize the distinction tested by the answer choices.	Attention can improve effort.	A study visual illustrating: The studies highlighted the motivational effect of leaders showing interest in people.	Learn to Lead, Volume 2, Chapter 6	90	source_approved	draft	LTL2-C6-PF-Q052|LTL2-C6-PF-Q055	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q091	C6-Expansion	C6-O28	LTL2-C6-MILGRAM_AUTHORITY	LTL2-C6-MILGRAM_AUTHORITY	medium	recall	multiple_choice	both	direct_definition	Milgram’s experiment showed that __________ can be a powerful motivator.	obedience to authority	peer friendship	financial reward	creative freedom	A	Participants’ obedience demonstrated the powerful influence of perceived authority.	1	Participants’ obedience demonstrated the powerful influence of perceived authority. B is incorrect because peer friendship was not the central variable. C is incorrect because financial reward was not the central lesson.	Correct. Participants’ obedience demonstrated the powerful influence of perceived authority.	Peer friendship was not the central variable.	Financial reward was not the central lesson.	Creative freedom does not explain the behavior.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Participants’ obedience demonstrated the powerful influence of perceived authority. Then compare each option to the exact wording of the chapter.	Authority strongly influences behavior.	medium	comparison_card	optional_after_answer	ltl2_c6_milgram_authority_091	Create a simple, uncluttered study visual for the concept: Participants’ obedience demonstrated the powerful influence of perceived authority. Emphasize the distinction tested by the answer choices.	Authority strongly influences behavior.	A study visual illustrating: Participants’ obedience demonstrated the powerful influence of perceived authority.	Learn to Lead, Volume 2, Chapter 6	93-95	source_approved	draft	LTL2-C6-PF-Q053|LTL2-C6-PF-Q054	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q092	C6-Expansion	C6-O28	LTL2-C6-LEADER_AUTHORITY_RESPONSIBILITY	LTL2-C6-LEADER_AUTHORITY_RESPONSIBILITY	medium	recall	multiple_choice	both	brief_application	Because authority can strongly influence followers, leaders	bear responsibility for how their authority affects others	cannot be blamed for a follower’s actions	should avoid issuing any orders	may ignore unethical obedience	A	Leaders must consider how their authority shapes followers’ choices.	1	Leaders must consider how their authority shapes followers’ choices. B is incorrect because the chapter emphasizes leaders’ responsibility, not immunity. C is incorrect because leadership still requires direction and lawful orders.	Correct. Leaders must consider how their authority shapes followers’ choices.	The chapter emphasizes leaders’ responsibility, not immunity.	Leadership still requires direction and lawful orders.	Ethical consequences cannot be ignored.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Leaders must consider how their authority shapes followers’ choices. Then compare each option to the exact wording of the chapter.	Power over people brings responsibility.	medium	comparison_card	optional_after_answer	ltl2_c6_leader_authority_responsibility_092	Create a simple, uncluttered study visual for the concept: Leaders must consider how their authority shapes followers’ choices. Emphasize the distinction tested by the answer choices.	Power over people brings responsibility.	A study visual illustrating: Leaders must consider how their authority shapes followers’ choices.	Learn to Lead, Volume 2, Chapter 6	95	source_approved	draft	LTL2-C6-PF-Q053|LTL2-C6-PF-Q054	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q093	C6-Expansion	C6-O31	LTL2-C6-DEFENSE_MECHANISMS	LTL2-C6-DEFENSE_MECHANISMS	medium	recall	multiple_choice	both	direct_definition	Behaviors used to deal with anxiety, stress, or pressure are called	defense mechanisms	reinforcements	personality dimensions	conflict styles	A	Defense mechanisms are psychological responses used to manage uncomfortable feelings.	1	Defense mechanisms are psychological responses used to manage uncomfortable feelings. B is incorrect because reinforcement changes behavior through consequences. C is incorrect because personality dimensions describe preferences.	Correct. Defense mechanisms are psychological responses used to manage uncomfortable feelings.	Reinforcement changes behavior through consequences.	Personality dimensions describe preferences.	Conflict styles describe approaches to disagreement.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Defense mechanisms are psychological responses used to manage uncomfortable feelings. Then compare each option to the exact wording of the chapter.	Defense mechanisms protect the mind.	medium	comparison_card	optional_after_answer	ltl2_c6_defense_mechanisms_093	Create a simple, uncluttered study visual for the concept: Defense mechanisms are psychological responses used to manage uncomfortable feelings. Emphasize the distinction tested by the answer choices.	Defense mechanisms protect the mind.	A study visual illustrating: Defense mechanisms are psychological responses used to manage uncomfortable feelings.	Learn to Lead, Volume 2, Chapter 6	96	source_approved	draft	LTL2-C6-PG-Q059|LTL2-C6-PG-Q060	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q094	C6-Expansion	C6-O31	LTL2-C6-PROJECTION	LTL2-C6-PROJECTION	medium	recall	multiple_choice	both	close_distinction	Falsely attributing your own unacceptable feelings to someone else is	rationalization	projection	suppression	withdrawal	B	Projection assigns one’s own thoughts or feelings to another person.	1	Projection assigns one’s own thoughts or feelings to another person. A is incorrect because rationalization invents a reasonable-sounding excuse. C is incorrect because suppression deliberately sets a thought aside.	Rationalization invents a reasonable-sounding excuse.	Correct. Projection assigns one’s own thoughts or feelings to another person.	Suppression deliberately sets a thought aside.	Withdrawal avoids the situation.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Projection assigns one’s own thoughts or feelings to another person. Then compare each option to the exact wording of the chapter.	Projection puts my feeling on you.	high	comparison_card	optional_after_answer	ltl2_c6_projection_094	Create a simple, uncluttered study visual for the concept: Projection assigns one’s own thoughts or feelings to another person. Emphasize the distinction tested by the answer choices.	Projection puts my feeling on you.	A study visual illustrating: Projection assigns one’s own thoughts or feelings to another person.	Learn to Lead, Volume 2, Chapter 6	97	source_approved	draft	LTL2-C6-PG-Q059|LTL2-C6-PG-Q060	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q095	C6-Expansion	C6-O31	LTL2-C6-SUPPRESSION	LTL2-C6-SUPPRESSION	medium	recall	multiple_choice	both	close_distinction	Knowing you have a problem but refusing to think about it is	denial	suppression	projection	intellectualization	B	Suppression consciously pushes a known issue out of attention.	1	Suppression consciously pushes a known issue out of attention. A is incorrect because denial refuses to accept that the problem exists. C is incorrect because projection assigns one’s feelings to someone else.	Denial refuses to accept that the problem exists.	Correct. Suppression consciously pushes a known issue out of attention.	Projection assigns one’s feelings to someone else.	Intellectualization focuses on abstract analysis to avoid emotion.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Suppression consciously pushes a known issue out of attention. Then compare each option to the exact wording of the chapter.	Suppression: I know, but set it aside.	high	comparison_card	optional_after_answer	ltl2_c6_suppression_095	Create a simple, uncluttered study visual for the concept: Suppression consciously pushes a known issue out of attention. Emphasize the distinction tested by the answer choices.	Suppression: I know, but set it aside.	A study visual illustrating: Suppression consciously pushes a known issue out of attention.	Learn to Lead, Volume 2, Chapter 6	98	source_approved	draft	LTL2-C6-PG-Q059|LTL2-C6-PG-Q060	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q096	C6-Expansion	C6-O31	LTL2-C6-RATIONALIZATION	LTL2-C6-RATIONALIZATION	medium	recall	multiple_choice	both	brief_application	A leader invents a respectable-sounding explanation for a selfish decision. This is	rationalization	mediation	self-disclosure	extinction	A	Rationalization disguises a less acceptable motive with a plausible explanation.	1	Rationalization disguises a less acceptable motive with a plausible explanation. B is incorrect because mediation helps parties resolve conflict. C is incorrect because self-disclosure reveals personal information.	Correct. Rationalization disguises a less acceptable motive with a plausible explanation.	Mediation helps parties resolve conflict.	Self-disclosure reveals personal information.	Extinction weakens behavior by removing reinforcement.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Rationalization disguises a less acceptable motive with a plausible explanation. Then compare each option to the exact wording of the chapter.	Rationalization makes an excuse sound reasonable.	medium	comparison_card	optional_after_answer	ltl2_c6_rationalization_096	Create a simple, uncluttered study visual for the concept: Rationalization disguises a less acceptable motive with a plausible explanation. Emphasize the distinction tested by the answer choices.	Rationalization makes an excuse sound reasonable.	A study visual illustrating: Rationalization disguises a less acceptable motive with a plausible explanation.	Learn to Lead, Volume 2, Chapter 6	97	source_approved	draft	LTL2-C6-PG-Q059|LTL2-C6-PG-Q060	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q097	C6-Expansion	C6-O36	LTL2-C6-CHANGE_BEHAVIOR	LTL2-C6-CHANGE_BEHAVIOR	medium	recall	multiple_choice	both	close_distinction	In conflict management, leaders should focus primarily on changing people’s	values	feelings	behavior	personalities	C	Leaders can require appropriate behavior even when feelings or values differ.	1	Leaders can require appropriate behavior even when feelings or values differ. A is incorrect because trying to change deeply held values is usually unrealistic and intrusive. B is incorrect because feelings may not change immediately.	Trying to change deeply held values is usually unrealistic and intrusive.	Feelings may not change immediately.	Correct. Leaders can require appropriate behavior even when feelings or values differ.	Personality is not the immediate target of conflict management.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Leaders can require appropriate behavior even when feelings or values differ. Then compare each option to the exact wording of the chapter.	Manage behavior, not identity.	high	comparison_card	optional_after_answer	ltl2_c6_change_behavior_097	Create a simple, uncluttered study visual for the concept: Leaders can require appropriate behavior even when feelings or values differ. Emphasize the distinction tested by the answer choices.	Manage behavior, not identity.	A study visual illustrating: Leaders can require appropriate behavior even when feelings or values differ.	Learn to Lead, Volume 2, Chapter 6	101	source_approved	draft	LTL2-C6-PH-Q066|LTL2-C6-PH-Q067	35	6	high	close	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q098	C6-Expansion	C6-O37	LTL2-C6-COMPROMISE	LTL2-C6-COMPROMISE	medium	recall	multiple_choice	both	direct_definition	When each side gives up something to reach an agreement, the method is	mediation	compromise	zero-sum competition	retaliation	B	Compromise reaches agreement through mutual concessions.	1	Compromise reaches agreement through mutual concessions. A is incorrect because mediation uses a neutral third party. C is incorrect because a zero-sum approach treats one side’s gain as the other’s loss.	Mediation uses a neutral third party.	Correct. Compromise reaches agreement through mutual concessions.	A zero-sum approach treats one side’s gain as the other’s loss.	Retaliation is revenge, not conflict resolution.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Compromise reaches agreement through mutual concessions. Then compare each option to the exact wording of the chapter.	Compromise: both give some.	medium	comparison_card	optional_after_answer	ltl2_c6_compromise_098	Create a simple, uncluttered study visual for the concept: Compromise reaches agreement through mutual concessions. Emphasize the distinction tested by the answer choices.	Compromise: both give some.	A study visual illustrating: Compromise reaches agreement through mutual concessions.	Learn to Lead, Volume 2, Chapter 6	102	source_approved	draft	LTL2-C6-PH-Q068|LTL2-C6-PH-Q069	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
LTL2-C6-Q099	C6-Expansion	C6-O37	LTL2-C6-MEDIATION	LTL2-C6-MEDIATION	medium	recall	multiple_choice	both	direct_definition	When a neutral third party helps two sides resolve a dispute, the process is	concession	mediation	withdrawal	groupthink	B	Mediation uses an impartial person to assist the parties in reaching resolution.	1	Mediation uses an impartial person to assist the parties in reaching resolution. A is incorrect because a concession is a benefit yielded by one party. C is incorrect because withdrawal avoids the conflict.	A concession is a benefit yielded by one party.	Correct. Mediation uses an impartial person to assist the parties in reaching resolution.	Withdrawal avoids the conflict.	Groupthink discourages independent judgment.	Choosing a related term because it sounds plausible without matching the exact definition or situation.	Review the distinction behind this item: Mediation uses an impartial person to assist the parties in reaching resolution. Then compare each option to the exact wording of the chapter.	Mediator = neutral helper.	medium	comparison_card	optional_after_answer	ltl2_c6_mediation_099	Create a simple, uncluttered study visual for the concept: Mediation uses an impartial person to assist the parties in reaching resolution. Emphasize the distinction tested by the answer choices.	Mediator = neutral helper.	A study visual illustrating: Mediation uses an impartial person to assist the parties in reaching resolution.	Learn to Lead, Volume 2, Chapter 6	102	source_approved	draft	LTL2-C6-PH-Q068|LTL2-C6-PH-Q069	35	6	high	moderate	true	1.0	original_textbook_grounded	Mitchell_sample_style_analysis
